hamburger meat,napkins
other vegetables,spices
other vegetables,hygiene articles
other vegetables,napkins
rolls/buns,spices
rolls/buns,bottled water
rolls/buns,hygiene articles
rolls/buns,napkins
spices,bottled water
spices,hygiene articles
spices,napkins
bottled water,hygiene articles
bottled water,napkins
hygiene articles,napkins
root vegetables,whole milk
root vegetables,beverages
root vegetables,sugar
other vegetables,beverages
other vegetables,sugar
whole milk,beverages
whole milk,sugar
beverages,sugar
pork,berries
pork,other vegetables
pork,whole milk
pork,whipped/sour cream
pork,artif. sweetener
pork,soda
pork,abrasive cleaner
berries,other vegetables
berries,whole milk
berries,whipped/sour cream
berries,artif. sweetener
berries,soda
berries,abrasive cleaner
other vegetables,whipped/sour cream
other vegetables,artif. sweetener
other vegetables,soda
other vegetables,abrasive cleaner
whole milk,whipped/sour cream
whole milk,artif. sweetener
whole milk,soda
whipped/sour cream,artif. sweetener
whipped/sour cream,soda
whipped/sour cream,abrasive cleaner
artif. sweetener,soda
artif. sweetener,abrasive cleaner
soda,abrasive cleaner
beef,grapes
beef,detergent
grapes,detergent
pastry,soda
root vegetables,dessert
other vegetables,dessert
whole milk,dessert
citrus fruit,zwieback
citrus fruit,newspapers
zwieback,newspapers
sausage,canned beer
sausage,specialty bar
sausage,shopping bags
rolls/buns,canned beer
rolls/buns,specialty bar
rolls/buns,shopping bags
soda,specialty bar
canned beer,specialty bar
specialty bar,shopping bags
tropical fruit,domestic eggs
tropical fruit,brown bread
tropical fruit,pastry
tropical fruit,sugar
tropical fruit,cereals
tropical fruit,soda
root vegetables,yogurt
root vegetables,domestic eggs
root vegetables,brown bread
root vegetables,pastry
root vegetables,cereals
root vegetables,coffee
root vegetables,soda
whole milk,domestic eggs
whole milk,brown bread
whole milk,pastry
whole milk,coffee
whole milk,waffles
whole milk,candy
yogurt,domestic eggs
yogurt,brown bread
yogurt,pastry
yogurt,sugar
yogurt,cereals
yogurt,soda
yogurt,waffles
yogurt,candy
domestic eggs,brown bread
domestic eggs,pastry
domestic eggs,sugar
domestic eggs,cereals
domestic eggs,coffee
domestic eggs,soda
domestic eggs,waffles
domestic eggs,candy
brown bread,pastry
brown bread,sugar
brown bread,cereals
brown bread,coffee
brown bread,waffles
brown bread,candy
pastry,sugar
pastry,cereals
pastry,coffee
pastry,waffles
pastry,candy
sugar,cereals
sugar,coffee
sugar,soda
sugar,waffles
sugar,candy
cereals,coffee
cereals,soda
cereals,waffles
cereals,candy
coffee,soda
coffee,waffles
coffee,candy
soda,waffles
soda,candy
berries,yogurt
butter milk,yogurt
butter milk,cream cheese
butter milk,spread cheese
butter milk,rolls/buns
butter milk,bottled water
butter milk,soda
butter milk,newspapers
yogurt,spread cheese
yogurt,rolls/buns
yogurt,newspapers
cream cheese,spread cheese
cream cheese,rolls/buns
cream cheese,bottled water
cream cheese,soda
spread cheese,rolls/buns
spread cheese,bottled water
spread cheese,soda
spread cheese,newspapers
rolls/buns,newspapers
bottled water,soda
bottled water,newspapers
pastry,bottled water
root vegetables,butter
root vegetables,curd
root vegetables,whipped/sour cream
root vegetables,UHT-milk
root vegetables,hard cheese
root vegetables,bottled water
root vegetables,long life bakery product
other vegetables,butter
other vegetables,curd
other vegetables,hard cheese
butter,whipped/sour cream
butter,UHT-milk
butter,hard cheese
butter,rolls/buns
butter,long life bakery product
curd,whipped/sour cream
curd,UHT-milk
curd,hard cheese
curd,rolls/buns
curd,long life bakery product
whipped/sour cream,UHT-milk
whipped/sour cream,hard cheese
whipped/sour cream,rolls/buns
whipped/sour cream,bottled water
whipped/sour cream,long life bakery product
UHT-milk,hard cheese
UHT-milk,bottled water
UHT-milk,long life bakery product
hard cheese,rolls/buns
hard cheese,bottled water
hard cheese,long life bakery product
rolls/buns,long life bakery product
bottled water,long life bakery product
sausage,cat food
sausage,newspapers
rolls/buns,cat food
cat food,newspapers
ham,grapes
ham,other vegetables
ham,whole milk
grapes,other vegetables
grapes,whole milk
turkey,tropical fruit
turkey,other vegetables
turkey,curd
turkey,domestic eggs
turkey,brown bread
turkey,semi-finished bread
turkey,margarine
turkey,baking powder
turkey,fruit/vegetable juice
tropical fruit,semi-finished bread
tropical fruit,margarine
tropical fruit,baking powder
tropical fruit,fruit/vegetable juice
other vegetables,domestic eggs
other vegetables,brown bread
other vegetables,semi-finished bread
other vegetables,margarine
other vegetables,baking powder
other vegetables,fruit/vegetable juice
curd,domestic eggs
curd,brown bread
curd,semi-finished bread
curd,margarine
curd,baking powder
curd,fruit/vegetable juice
domestic eggs,semi-finished bread
domestic eggs,margarine
domestic eggs,baking powder
domestic eggs,fruit/vegetable juice
brown bread,semi-finished bread
brown bread,margarine
brown bread,baking powder
semi-finished bread,baking powder
semi-finished bread,fruit/vegetable juice
margarine,baking powder
margarine,fruit/vegetable juice
baking powder,fruit/vegetable juice
whole milk,processed cheese
whole milk,pickled vegetables
yogurt,processed cheese
yogurt,pickled vegetables
processed cheese,pickled vegetables
processed cheese,soda
pickled vegetables,soda
curd,pastry
packaged fruit/vegetables,brown bread
packaged fruit/vegetables,canned beer
rolls/buns,oil
rolls/buns,chewing gum
rolls/buns,chocolate marshmallow
oil,bottled water
oil,chewing gum
oil,chocolate marshmallow
oil,hygiene articles
oil,napkins
bottled water,chewing gum
bottled water,chocolate marshmallow
chewing gum,chocolate marshmallow
chewing gum,hygiene articles
chewing gum,napkins
chocolate marshmallow,hygiene articles
chocolate marshmallow,napkins
ham,beef
ham,whipped/sour cream
ham,ice cream
ham,rolls/buns
ham,cat food
beef,whipped/sour cream
beef,ice cream
beef,rolls/buns
beef,cat food
whipped/sour cream,ice cream
whipped/sour cream,cat food
ice cream,rolls/buns
ice cream,cat food
rolls/buns,pastry
rolls/buns,sugar
other vegetables,frozen vegetables
other vegetables,canned fish
other vegetables,seasonal products
other vegetables,detergent
whole milk,frozen vegetables
whole milk,canned fish
whole milk,salty snack
whole milk,seasonal products
whole milk,detergent
frozen vegetables,canned fish
frozen vegetables,salty snack
frozen vegetables,seasonal products
frozen vegetables,detergent
canned fish,salty snack
canned fish,seasonal products
canned fish,detergent
salty snack,seasonal products
salty snack,detergent
seasonal products,detergent
sausage,pastry
sausage,beef
sausage,whole milk
beef,whole milk
frankfurter,tropical fruit
frankfurter,brown bread
frankfurter,sugar
rolls/buns,brown bread
curd cheese,coffee
red/blush wine,newspapers
sausage,curd
tropical fruit,pip fruit
tropical fruit,berries
tropical fruit,frozen potato products
tropical fruit,pickled vegetables
pip fruit,berries
pip fruit,whole milk
pip fruit,frozen potato products
pip fruit,rolls/buns
pip fruit,pickled vegetables
pip fruit,chocolate
berries,frozen potato products
berries,rolls/buns
berries,pickled vegetables
berries,chocolate
whole milk,frozen potato products
whole milk,rolls/buns
whole milk,chocolate
frozen potato products,rolls/buns
frozen potato products,pickled vegetables
frozen potato products,chocolate
rolls/buns,pickled vegetables
pickled vegetables,chocolate
whole milk,margarine
whole milk,specialty fat
whole milk,specialty chocolate
whole milk,candles
whole milk,flower (seeds)
butter,margarine
butter,specialty fat
butter,specialty chocolate
butter,candles
butter,flower (seeds)
margarine,specialty fat
margarine,specialty chocolate
margarine,candles
margarine,flower (seeds)
specialty fat,specialty chocolate
specialty fat,candles
specialty fat,flower (seeds)
specialty chocolate,candles
specialty chocolate,flower (seeds)
candles,flower (seeds)
frankfurter,citrus fruit
frankfurter,whole milk
frankfurter,domestic eggs
frankfurter,oil
frankfurter,sparkling wine
frankfurter,specialty chocolate
frankfurter,newspapers
citrus fruit,domestic eggs
citrus fruit,oil
citrus fruit,sparkling wine
citrus fruit,specialty chocolate
whole milk,oil
whole milk,sparkling wine
whole milk,newspapers
domestic eggs,oil
domestic eggs,sparkling wine
domestic eggs,specialty chocolate
domestic eggs,newspapers
oil,sparkling wine
oil,specialty chocolate
oil,newspapers
sparkling wine,specialty chocolate
sparkling wine,newspapers
specialty chocolate,newspapers
whole milk,meat spreads
meat spreads,soda
citrus fruit,butter milk
citrus fruit,pastry
whole milk,butter milk
curd,butter milk
flour,salt
flour,fruit/vegetable juice
flour,bottled beer
salt,bottled water
salt,fruit/vegetable juice
salt,bottled beer
bottled water,fruit/vegetable juice
bottled water,bottled beer
fruit/vegetable juice,bottled beer
sugar,bottled water
sugar,bottled beer
soda,bottled beer
frozen meals,coffee
root vegetables,frozen vegetables
root vegetables,oil
root vegetables,margarine
root vegetables,canned vegetables
root vegetables,fruit/vegetable juice
whole milk,canned vegetables
whole milk,fruit/vegetable juice
whole milk,bathroom cleaner
frozen vegetables,domestic eggs
frozen vegetables,rolls/buns
frozen vegetables,oil
frozen vegetables,margarine
frozen vegetables,canned vegetables
frozen vegetables,fruit/vegetable juice
frozen vegetables,bathroom cleaner
domestic eggs,rolls/buns
domestic eggs,canned vegetables
domestic eggs,bathroom cleaner
rolls/buns,margarine
rolls/buns,canned vegetables
rolls/buns,fruit/vegetable juice
oil,margarine
oil,canned vegetables
oil,fruit/vegetable juice
oil,bathroom cleaner
margarine,canned vegetables
margarine,bathroom cleaner
canned vegetables,fruit/vegetable juice
canned vegetables,bathroom cleaner
fruit/vegetable juice,bathroom cleaner
root vegetables,onions
onions,hard cheese
onions,frozen vegetables
hard cheese,frozen vegetables
herbs,condensed milk
herbs,frozen vegetables
herbs,salt
herbs,oil
herbs,white wine
herbs,candles
condensed milk,frozen vegetables
condensed milk,salt
condensed milk,oil
condensed milk,white wine
condensed milk,candles
frozen vegetables,salt
frozen vegetables,white wine
frozen vegetables,candles
salt,oil
salt,white wine
salt,candles
oil,white wine
oil,candles
white wine,candles
sausage,root vegetables
sausage,onions
sausage,yogurt
sausage,brandy
sausage,detergent
root vegetables,brandy
root vegetables,detergent
onions,yogurt
onions,rolls/buns
onions,brandy
onions,detergent
yogurt,brandy
yogurt,detergent
rolls/buns,brandy
rolls/buns,detergent
brandy,detergent
coffee,newspapers
fruit/vegetable juice,salty snack
fruit/vegetable juice,candles
salty snack,candles
citrus fruit,cream cheese
pork,hamburger meat
pork,citrus fruit
pork,onions
pork,rice
pork,coffee
pork,chocolate
hamburger meat,citrus fruit
hamburger meat,berries
hamburger meat,onions
hamburger meat,whipped/sour cream
hamburger meat,rice
hamburger meat,coffee
hamburger meat,chocolate
citrus fruit,berries
citrus fruit,onions
citrus fruit,whipped/sour cream
citrus fruit,rice
citrus fruit,coffee
citrus fruit,chocolate
berries,onions
berries,rice
berries,coffee
onions,whipped/sour cream
onions,rice
onions,coffee
onions,chocolate
whipped/sour cream,rice
whipped/sour cream,coffee
whipped/sour cream,chocolate
rice,coffee
rice,chocolate
coffee,chocolate
grapes,photo/film
sausage,sliced cheese
sausage,brown bread
sausage,fruit/vegetable juice
sausage,red/blush wine
sausage,waffles
sliced cheese,rolls/buns
sliced cheese,brown bread
sliced cheese,fruit/vegetable juice
sliced cheese,canned beer
sliced cheese,red/blush wine
sliced cheese,waffles
sliced cheese,shopping bags
rolls/buns,red/blush wine
brown bread,red/blush wine
fruit/vegetable juice,red/blush wine
fruit/vegetable juice,waffles
canned beer,red/blush wine
canned beer,waffles
red/blush wine,waffles
red/blush wine,shopping bags
waffles,shopping bags
chicken,hamburger meat
chicken,citrus fruit
chicken,root vegetables
chicken,other vegetables
chicken,butter
chicken,pasta
chicken,oil
chicken,detergent
hamburger meat,tropical fruit
hamburger meat,root vegetables
hamburger meat,butter
hamburger meat,pasta
hamburger meat,oil
hamburger meat,detergent
citrus fruit,root vegetables
citrus fruit,other vegetables
citrus fruit,pasta
citrus fruit,detergent
tropical fruit,pasta
tropical fruit,oil
root vegetables,pasta
other vegetables,pasta
other vegetables,oil
butter,pasta
butter,oil
butter,detergent
pasta,oil
pasta,detergent
oil,detergent
soda,misc. beverages
sausage,pork
sausage,grapes
sausage,bathroom cleaner
pork,grapes
pork,rolls/buns
pork,pastry
pork,specialty bar
pork,bathroom cleaner
grapes,rolls/buns
grapes,pastry
grapes,soda
grapes,specialty bar
grapes,bathroom cleaner
whole milk,specialty bar
pastry,specialty bar
pastry,bathroom cleaner
soda,bathroom cleaner
specialty bar,bathroom cleaner
frankfurter,bottled water
sausage,coffee
sausage,bottled beer
sausage,softener
sausage,napkins
sausage,photo/film
whole milk,bottled beer
whole milk,softener
whole milk,napkins
whole milk,photo/film
whole milk,shopping bags
yogurt,fruit/vegetable juice
yogurt,bottled beer
yogurt,softener
yogurt,napkins
yogurt,photo/film
yogurt,shopping bags
coffee,fruit/vegetable juice
coffee,bottled beer
coffee,softener
coffee,napkins
coffee,photo/film
coffee,shopping bags
fruit/vegetable juice,softener
fruit/vegetable juice,napkins
fruit/vegetable juice,photo/film
bottled beer,softener
bottled beer,napkins
bottled beer,photo/film
bottled beer,shopping bags
softener,napkins
softener,photo/film
softener,shopping bags
napkins,photo/film
napkins,shopping bags
photo/film,shopping bags
beef,citrus fruit
beef,berries
beef,root vegetables
beef,brown bread
citrus fruit,brown bread
berries,root vegetables
berries,brown bread
berries,detergent
brown bread,detergent
whole milk,cling film/bags
whipped/sour cream,waffles
whipped/sour cream,candy
whipped/sour cream,cling film/bags
rolls/buns,cling film/bags
soda,cling film/bags
waffles,cling film/bags
candy,cling film/bags
frankfurter,sausage
frankfurter,root vegetables
frankfurter,other vegetables
frankfurter,pickled vegetables
frankfurter,bottled beer
frankfurter,chewing gum
frankfurter,dishes
sausage,other vegetables
sausage,oil
sausage,pickled vegetables
sausage,chewing gum
sausage,dishes
root vegetables,pickled vegetables
root vegetables,bottled beer
root vegetables,chewing gum
root vegetables,dishes
other vegetables,pickled vegetables
other vegetables,chewing gum
other vegetables,dishes
rolls/buns,dishes
oil,pickled vegetables
oil,bottled beer
oil,dishes
pickled vegetables,bottled beer
pickled vegetables,chewing gum
pickled vegetables,dishes
bottled beer,chewing gum
bottled beer,dishes
chewing gum,dishes
packaged fruit/vegetables,bottled water
whole milk,red/blush wine
dessert,frozen vegetables
dessert,rolls/buns
dessert,margarine
dessert,bottled water
dessert,red/blush wine
dessert,newspapers
frozen vegetables,bottled water
frozen vegetables,red/blush wine
frozen vegetables,newspapers
margarine,bottled water
margarine,red/blush wine
margarine,newspapers
bottled water,red/blush wine
citrus fruit,UHT-milk
citrus fruit,processed cheese
berries,UHT-milk
berries,processed cheese
UHT-milk,processed cheese
hamburger meat,whole milk
hamburger meat,frozen vegetables
hamburger meat,bottled beer
hamburger meat,sparkling wine
frozen vegetables,bottled beer
frozen vegetables,sparkling wine
rolls/buns,sparkling wine
bottled beer,sparkling wine
hamburger meat,domestic eggs
hamburger meat,soda
hamburger meat,dishes
frozen vegetables,soda
frozen vegetables,dishes
domestic eggs,dishes
soda,dishes
whole milk,cream cheese
fish,other vegetables
fish,pastry
fish,margarine
fish,coffee
fish,long life bakery product
fish,male cosmetics
fish,shopping bags
other vegetables,pastry
other vegetables,coffee
other vegetables,male cosmetics
other vegetables,shopping bags
pastry,margarine
pastry,long life bakery product
pastry,male cosmetics
pastry,shopping bags
margarine,coffee
margarine,long life bakery product
margarine,male cosmetics
margarine,shopping bags
coffee,long life bakery product
coffee,male cosmetics
long life bakery product,male cosmetics
long life bakery product,shopping bags
male cosmetics,shopping bags
frankfurter,long life bakery product
frankfurter,waffles
sausage,long life bakery product
long life bakery product,waffles
packaged fruit/vegetables,dessert
packaged fruit/vegetables,semi-finished bread
dessert,semi-finished bread
dessert,canned beer
semi-finished bread,canned beer
other vegetables,red/blush wine
frankfurter,pip fruit
frankfurter,hard cheese
frankfurter,cream cheese
frankfurter,rice
frankfurter,canned fruit
frankfurter,misc. beverages
frankfurter,fruit/vegetable juice
frankfurter,hygiene articles
sausage,citrus fruit
sausage,tropical fruit
sausage,pip fruit
sausage,hard cheese
sausage,cream cheese
sausage,domestic eggs
sausage,rice
sausage,sugar
sausage,canned fruit
sausage,misc. beverages
sausage,hygiene articles
citrus fruit,pip fruit
citrus fruit,hard cheese
citrus fruit,sugar
citrus fruit,canned fruit
citrus fruit,misc. beverages
citrus fruit,fruit/vegetable juice
citrus fruit,hygiene articles
tropical fruit,hard cheese
tropical fruit,rice
tropical fruit,canned fruit
tropical fruit,misc. beverages
tropical fruit,hygiene articles
pip fruit,hard cheese
pip fruit,domestic eggs
pip fruit,rice
pip fruit,sugar
pip fruit,canned fruit
pip fruit,misc. beverages
pip fruit,fruit/vegetable juice
pip fruit,hygiene articles
whole milk,hard cheese
whole milk,canned fruit
whole milk,misc. beverages
whole milk,hygiene articles
hard cheese,cream cheese
hard cheese,domestic eggs
hard cheese,rice
hard cheese,sugar
hard cheese,canned fruit
hard cheese,misc. beverages
hard cheese,fruit/vegetable juice
hard cheese,hygiene articles
cream cheese,domestic eggs
cream cheese,rice
cream cheese,sugar
cream cheese,canned fruit
cream cheese,misc. beverages
cream cheese,fruit/vegetable juice
cream cheese,hygiene articles
domestic eggs,rice
domestic eggs,canned fruit
domestic eggs,misc. beverages
domestic eggs,hygiene articles
rice,sugar
rice,canned fruit
rice,misc. beverages
rice,fruit/vegetable juice
rice,hygiene articles
sugar,canned fruit
sugar,misc. beverages
sugar,hygiene articles
canned fruit,misc. beverages
canned fruit,fruit/vegetable juice
canned fruit,hygiene articles
misc. beverages,fruit/vegetable juice
misc. beverages,hygiene articles
fruit/vegetable juice,hygiene articles
sausage,butter milk
frankfurter,dessert
beverages,brown bread
beverages,shopping bags
curd,liquor (appetizer)
flour,liquor (appetizer)
rolls/buns,Instant food products
frankfurter,margarine
sausage,margarine
other vegetables,misc. beverages
other vegetables,canned beer
misc. beverages,canned beer
citrus fruit,white bread
butter,cream cheese
butter,white bread
cream cheese,white bread
cream cheese,oil
cream cheese,margarine
white bread,oil
white bread,margarine
white bread,newspapers
frankfurter,ham
frankfurter,soft cheese
frankfurter,frozen vegetables
frankfurter,baking powder
ham,pip fruit
ham,soft cheese
ham,frozen vegetables
ham,sugar
ham,baking powder
pip fruit,other vegetables
pip fruit,soft cheese
pip fruit,frozen vegetables
pip fruit,baking powder
other vegetables,soft cheese
whole milk,soft cheese
whole milk,baking powder
soft cheese,frozen vegetables
soft cheese,rolls/buns
soft cheese,sugar
soft cheese,baking powder
frozen vegetables,sugar
frozen vegetables,baking powder
rolls/buns,baking powder
sugar,baking powder
butter milk,honey
butter milk,detergent
yogurt,honey
honey,soda
honey,detergent
soda,detergent
hamburger meat,dental care
citrus fruit,rolls/buns
citrus fruit,dental care
onions,bottled water
onions,dental care
rolls/buns,dental care
bottled water,dental care
pasta,popcorn
other vegetables,meat spreads
other vegetables,cake bar
whole milk,cake bar
meat spreads,cake bar
meat spreads,chocolate
meat spreads,shopping bags
cake bar,chocolate
cake bar,shopping bags
chocolate,shopping bags
sausage,dessert
sausage,white bread
sausage,candles
pork,dessert
pork,white bread
pork,dishes
pork,candles
citrus fruit,dessert
citrus fruit,candles
dessert,white bread
dessert,dishes
dessert,candles
white bread,dishes
white bread,candles
dishes,candles
grapes,curd
grapes,dessert
grapes,yogurt
grapes,napkins
other vegetables,yogurt
curd,dessert
curd,napkins
dessert,yogurt
dessert,napkins
root vegetables,soft cheese
yogurt,soft cheese
yogurt,frozen vegetables
beverages,soft cheese
beverages,frozen vegetables
beverages,fruit/vegetable juice
beverages,bottled beer
soft cheese,fruit/vegetable juice
soft cheese,bottled beer
tropical fruit,packaged fruit/vegetables
tropical fruit,snack products
other vegetables,packaged fruit/vegetables
other vegetables,snack products
packaged fruit/vegetables,whole milk
packaged fruit/vegetables,snack products
whole milk,snack products
beef,herbs
beef,flour
beef,cling film/bags
beef,flower soil/fertilizer
herbs,flour
herbs,cling film/bags
herbs,flower soil/fertilizer
flour,cling film/bags
flour,flower soil/fertilizer
cling film/bags,flower soil/fertilizer
butter,dessert
soda,chewing gum
tropical fruit,specialty cheese
specialty cheese,bottled water
finished products,other vegetables
finished products,frozen vegetables
finished products,bottled beer
beverages,soda
finished products,white wine
finished products,shopping bags
white wine,shopping bags
ham,tropical fruit
ham,white bread
ham,brown bread
ham,fruit/vegetable juice
ham,bottled beer
tropical fruit,bottled beer
whole milk,white bread
white bread,brown bread
white bread,fruit/vegetable juice
white bread,bottled beer
brown bread,bottled beer
curd,cocoa drinks
curd,salty snack
curd,popcorn
butter milk,cocoa drinks
butter milk,salty snack
butter milk,popcorn
cocoa drinks,salty snack
cocoa drinks,popcorn
salty snack,popcorn
curd,soda
curd,waffles
curd,cake bar
curd,chocolate
curd,shopping bags
dessert,soda
dessert,salty snack
dessert,waffles
dessert,cake bar
dessert,chocolate
dessert,shopping bags
soda,salty snack
soda,cake bar
salty snack,cake bar
salty snack,chocolate
salty snack,shopping bags
waffles,cake bar
waffles,chocolate
whole milk,dog food
cream cheese,cereals
cream cheese,dog food
cereals,dog food
whole milk,salt
dessert,ice cream
sausage,soft cheese
soft cheese,coffee
bottled water,waffles
bottled water,shopping bags
waffles,dishes
dishes,shopping bags
other vegetables,ice cream
soda,white wine
soda,prosecco
bottled beer,white wine
bottled beer,prosecco
white wine,prosecco
herbs,candy
frankfurter,butter
frankfurter,curd
frankfurter,yogurt
frankfurter,whipped/sour cream
frankfurter,sliced cheese
frankfurter,frozen meals
frankfurter,frozen fish
frankfurter,white bread
frankfurter,cereals
ham,root vegetables
ham,butter
ham,curd
ham,yogurt
ham,sliced cheese
ham,cream cheese
ham,frozen meals
ham,frozen fish
ham,domestic eggs
ham,cereals
ham,waffles
tropical fruit,whipped/sour cream
tropical fruit,soft cheese
tropical fruit,sliced cheese
tropical fruit,frozen meals
tropical fruit,frozen fish
pip fruit,root vegetables
pip fruit,butter
pip fruit,curd
pip fruit,whipped/sour cream
pip fruit,sliced cheese
pip fruit,frozen meals
pip fruit,frozen fish
pip fruit,white bread
pip fruit,cereals
pip fruit,bottled beer
pip fruit,waffles
root vegetables,sliced cheese
root vegetables,cream cheese
root vegetables,frozen meals
root vegetables,frozen fish
root vegetables,white bread
other vegetables,sliced cheese
other vegetables,cream cheese
other vegetables,frozen meals
other vegetables,frozen fish
other vegetables,cereals
whole milk,sliced cheese
whole milk,frozen meals
whole milk,frozen fish
butter,soft cheese
butter,sliced cheese
butter,frozen meals
butter,frozen fish
butter,domestic eggs
butter,cereals
butter,bottled beer
butter,waffles
curd,soft cheese
curd,sliced cheese
curd,cream cheese
curd,frozen meals
curd,frozen fish
curd,white bread
curd,sugar
curd,cereals
curd,bottled beer
yogurt,whipped/sour cream
yogurt,sliced cheese
yogurt,frozen meals
yogurt,frozen fish
yogurt,white bread
whipped/sour cream,soft cheese
whipped/sour cream,sliced cheese
whipped/sour cream,cream cheese
whipped/sour cream,frozen meals
whipped/sour cream,frozen fish
whipped/sour cream,domestic eggs
whipped/sour cream,white bread
whipped/sour cream,sugar
whipped/sour cream,cereals
whipped/sour cream,fruit/vegetable juice
whipped/sour cream,bottled beer
soft cheese,sliced cheese
soft cheese,cream cheese
soft cheese,frozen meals
soft cheese,frozen fish
soft cheese,domestic eggs
soft cheese,white bread
soft cheese,cereals
soft cheese,waffles
sliced cheese,cream cheese
sliced cheese,frozen meals
sliced cheese,frozen fish
sliced cheese,domestic eggs
sliced cheese,white bread
sliced cheese,sugar
sliced cheese,cereals
sliced cheese,bottled beer
cream cheese,frozen meals
cream cheese,frozen fish
cream cheese,bottled beer
cream cheese,waffles
frozen meals,frozen fish
frozen meals,domestic eggs
frozen meals,white bread
frozen meals,sugar
frozen meals,cereals
frozen meals,fruit/vegetable juice
frozen meals,bottled beer
frozen meals,waffles
frozen fish,domestic eggs
frozen fish,white bread
frozen fish,sugar
frozen fish,cereals
frozen fish,fruit/vegetable juice
frozen fish,bottled beer
frozen fish,waffles
domestic eggs,white bread
domestic eggs,bottled beer
white bread,sugar
white bread,cereals
white bread,waffles
cereals,fruit/vegetable juice
cereals,bottled beer
bottled beer,waffles
curd,zwieback
curd,specialty bar
